loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,annual_income_safe,loan_to_income_ratio,dependents_bucket,risk_category,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category_rules,risk_context
L1375,40,Male,Accountant,95000,22000,Home,755,2,Need funds to cover a major plumbing overhaul in the basement level of the house.,0,Negative,95000,0.23157894736842105,1-2,Low,2,0,1,1,0,5,Medium,"Applicant statement: Need funds to cover a major plumbing overhaul in the basement level of the house.
credit_score: 755
annual_income: 95000
loan_amount: 22000
loan_to_income_ratio: 0.232
number_of_dependents: 2
loan_purpose: Home
sentiment: Negative"
L1376,22,Female,Receptionist,34000,4500,Personal,582,0,"My car insurance just lapsed, and I need this money immediately to pay the reinstatement fee or I can't drive to work.",0,Negative,34000,0.1323529411764706,0,High,2,3,0,0,2,13,High,"Applicant statement: My car insurance just lapsed, and I need this money immediately to pay the reinstatement fee or I can't drive to work.
credit_score: 582
annual_income: 34000
loan_amount: 4500
loan_to_income_ratio: 0.132
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1377,50,Male,Engineer,138000,40000,Business,808,1,Acquisition of a specialized automated welding robot for our fabrication line.,1,Positive,138000,0.2898550724637681,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of a specialized automated welding robot for our fabrication line.
credit_score: 808
annual_income: 138000
loan_amount: 40000
loan_to_income_ratio: 0.29
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1378,45,Female,HR Manager,102000,19000,Education,765,1,Sponsoring employee travel for a critical multi-day compliance training.,1,Positive,102000,0.18627450980392157,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Sponsoring employee travel for a critical multi-day compliance training.
credit_score: 765
annual_income: 102000
loan_amount: 19000
loan_to_income_ratio: 0.186
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1379,33,Male,Construction Worker,56000,15000,Personal,635,3,Need funds to cover unexpected specialized material costs for a large custom build I'm on.,0,Negative,56000,0.26785714285714285,3+,High,2,3,1,2,2,17,High,"Applicant statement: Need funds to cover unexpected specialized material costs for a large custom build I'm on.
credit_score: 635
annual_income: 56000
loan_amount: 15000
loan_to_income_ratio: 0.268
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1380,58,Female,Administrator,86000,17000,Medical,750,2,Covering costs for ongoing specialized physical therapy sessions.,1,Neutral,86000,0.19767441860465115,1-2,Low,1,0,0,1,1,3,Low,"Applicant statement: Covering costs for ongoing specialized physical therapy sessions.
credit_score: 750
annual_income: 86000
loan_amount: 17000
loan_to_income_ratio: 0.198
number_of_dependents: 2
loan_purpose: Medical
sentiment: Neutral"
L1381,25,Male,Electrician Apprentice,40000,11000,Business,625,0,I took out a high-interest loan based on a promise of work that fell through. I am now struggling to pay the interest alone.,0,Negative,40000,0.275,0,High,2,3,1,0,1,14,High,"Applicant statement: I took out a high-interest loan based on a promise of work that fell through. I am now struggling to pay the interest alone.
credit_score: 625
annual_income: 40000
loan_amount: 11000
loan_to_income_ratio: 0.275
number_of_dependents: 0
loan_purpose: Business
sentiment: Negative"
L1382,48,Female,Doctor,225000,68000,Home,852,1,Financing the construction of a dedicated home office/studio space.,1,Positive,225000,0.3022222222222222,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the construction of a dedicated home office/studio space.
credit_score: 852
annual_income: 225000
loan_amount: 68000
loan_to_income_ratio: 0.302
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1383,30,Male,Software Engineer,120000,30000,Education,785,1,Aggressively paying down the final portion of my graduate school debt.,1,Positive,120000,0.25,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Aggressively paying down the final portion of my graduate school debt.
credit_score: 785
annual_income: 120000
loan_amount: 30000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1384,61,Female,Retired,54000,6000,Personal,760,2,Covering unexpected high costs for home security monitoring services.,1,Negative,54000,0.1111111111111111,1-2,Low,2,0,0,1,2,5,Medium,"Applicant statement: Covering unexpected high costs for home security monitoring services.
credit_score: 760
annual_income: 54000
loan_amount: 6000
loan_to_income_ratio: 0.111
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L1385,21,Male,Security Guard,27000,5000,Personal,540,0,I am in serious financial trouble due to a family emergency and need this cash to cover outstanding rent arrears. I'm totally desperate.,0,Negative,27000,0.18518518518518517,0,High,2,3,0,0,2,13,High,"Applicant statement: I am in serious financial trouble due to a family emergency and need this cash to cover outstanding rent arrears. I'm totally desperate.
credit_score: 540
annual_income: 27000
loan_amount: 5000
loan_to_income_ratio: 0.185
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1386,44,Female,Teacher,76000,16000,Medical,740,1,Covering specialist co-pays for my child's recurring condition.,1,Positive,76000,0.21052631578947367,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Covering specialist co-pays for my child's recurring condition.
credit_score: 740
annual_income: 76000
loan_amount: 16000
loan_to_income_ratio: 0.211
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1387,38,Male,Truck Driver,80000,20000,Home,665,3,Need funds for an emergency roof repair before the rainy season starts in earnest.,0,Negative,80000,0.25,3+,Medium,2,2,1,2,0,12,High,"Applicant statement: Need funds for an emergency roof repair before the rainy season starts in earnest.
credit_score: 665
annual_income: 80000
loan_amount: 20000
loan_to_income_ratio: 0.25
number_of_dependents: 3
loan_purpose: Home
sentiment: Negative"
L1388,52,Female,Financial Analyst,155000,38000,Business,815,1,"Investment in a secure, diversified municipal bond portfolio.",1,Positive,155000,0.24516129032258063,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in a secure, diversified municipal bond portfolio.
credit_score: 815
annual_income: 155000
loan_amount: 38000
loan_to_income_ratio: 0.245
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1389,28,Male,Photographer,46000,10000,Education,650,1,Purchasing specialized editing software and training package for advanced digital art services.,0,Positive,46000,0.21739130434782608,1-2,Low,0,2,1,1,1,10,High,"Applicant statement: Purchasing specialized editing software and training package for advanced digital art services.
credit_score: 650
annual_income: 46000
loan_amount: 10000
loan_to_income_ratio: 0.217
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1390,55,Female,Manager,110000,23000,Personal,790,1,Funding travel for an extended family gathering overseas.,1,Positive,110000,0.20909090909090908,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Funding travel for an extended family gathering overseas.
credit_score: 790
annual_income: 110000
loan_amount: 23000
loan_to_income_ratio: 0.209
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1391,32,Male,Carpenter,61000,14000,Home,685,2,"Replacing old, inefficient attic insulation to reduce heating/cooling bills.",1,Positive,61000,0.22950819672131148,1-2,Medium,0,2,1,1,0,9,High,"Applicant statement: Replacing old, inefficient attic insulation to reduce heating/cooling bills.
credit_score: 685
annual_income: 61000
loan_amount: 14000
loan_to_income_ratio: 0.23
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1392,49,Female,Nurse,94000,22000,Medical,758,1,Financing advanced training in geriatric mental health.,1,Positive,94000,0.23404255319148937,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing advanced training in geriatric mental health.
credit_score: 758
annual_income: 94000
loan_amount: 22000
loan_to_income_ratio: 0.234
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1393,24,Male,Fast Food Worker,25000,3500,Personal,540,0,I need this money to pay an overdue utility bill before service is shut off. I cannot live without heat.,0,Negative,25000,0.14,0,High,2,3,0,0,2,13,High,"Applicant statement: I need this money to pay an overdue utility bill before service is shut off. I cannot live without heat.
credit_score: 540
annual_income: 25000
loan_amount: 3500
loan_to_income_ratio: 0.14
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1394,60,Female,Librarian,66000,10000,Education,745,1,Sponsoring library access programs for underprivileged youth.,1,Positive,66000,0.15151515151515152,1-2,Low,0,1,0,1,1,5,Medium,"Applicant statement: Sponsoring library access programs for underprivileged youth.
credit_score: 745
annual_income: 66000
loan_amount: 10000
loan_to_income_ratio: 0.152
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1395,36,Male,Sales Representative,84000,19000,Business,715,1,"Need capital for new, higher-capacity commercial vehicle lease.",1,Positive,84000,0.2261904761904762,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Need capital for new, higher-capacity commercial vehicle lease.
credit_score: 715
annual_income: 84000
loan_amount: 19000
loan_to_income_ratio: 0.226
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1396,41,Female,Accountant,98000,24000,Home,768,2,Funding necessary mold remediation inside the basement walls.,0,Negative,98000,0.24489795918367346,1-2,Low,2,0,1,1,0,5,Medium,"Applicant statement: Funding necessary mold remediation inside the basement walls.
credit_score: 768
annual_income: 98000
loan_amount: 24000
loan_to_income_ratio: 0.245
number_of_dependents: 2
loan_purpose: Home
sentiment: Negative"
L1397,29,Male,Bartender,39000,8000,Personal,600,0,I've made poor spending choices recently and need this loan just to cover minimum payments on my credit cards. I feel overwhelmed.,0,Negative,39000,0.20512820512820512,0,High,2,3,1,0,2,15,High,"Applicant statement: I've made poor spending choices recently and need this loan just to cover minimum payments on my credit cards. I feel overwhelmed.
credit_score: 600
annual_income: 39000
loan_amount: 8000
loan_to_income_ratio: 0.205
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1398,53,Female,Professor,122000,34000,Education,810,1,Funding a significant international academic conference presentation.,1,Positive,122000,0.2786885245901639,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding a significant international academic conference presentation.
credit_score: 810
annual_income: 122000
loan_amount: 34000
loan_to_income_ratio: 0.279
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1399,47,Male,Pilot,180000,50000,Business,828,1,Acquisition of upgraded avionics systems for my private aircraft.,1,Positive,180000,0.2777777777777778,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of upgraded avionics systems for my private aircraft.
credit_score: 828
annual_income: 180000
loan_amount: 50000
loan_to_income_ratio: 0.278
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1400,35,Female,Software Developer,115000,28000,Personal,780,1,Need short-term liquidity while waiting for a significant performance bonus to clear.,1,Neutral,115000,0.24347826086956523,1-2,Low,1,0,1,1,2,6,Medium,"Applicant statement: Need short-term liquidity while waiting for a significant performance bonus to clear.
credit_score: 780
annual_income: 115000
loan_amount: 28000
loan_to_income_ratio: 0.243
number_of_dependents: 1
loan_purpose: Personal
sentiment: Neutral"
L1401,23,Male,Delivery Driver,33000,6500,Medical,595,1,Covering the cost of an urgent MRI scan related to a workplace injury.,0,Positive,33000,0.19696969696969696,1-2,High,0,3,0,1,1,11,High,"Applicant statement: Covering the cost of an urgent MRI scan related to a workplace injury.
credit_score: 595
annual_income: 33000
loan_amount: 6500
loan_to_income_ratio: 0.197
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1402,56,Female,Doctor,220000,70000,Home,850,1,Financing a major structural addition to the primary residence.,1,Neutral,220000,0.3181818181818182,1-2,Low,1,0,1,1,0,4,Low,"Applicant statement: Financing a major structural addition to the primary residence.
credit_score: 850
annual_income: 220000
loan_amount: 70000
loan_to_income_ratio: 0.318
number_of_dependents: 1
loan_purpose: Home
sentiment: Neutral"
L1403,30,Male,Graphic Designer,64000,15000,Business,695,2,Need to hire a freelance web developer to overhaul my business portfolio site.,1,Neutral,64000,0.234375,1-2,Medium,1,2,1,1,1,11,High,"Applicant statement: Need to hire a freelance web developer to overhaul my business portfolio site.
credit_score: 695
annual_income: 64000
loan_amount: 15000
loan_to_income_ratio: 0.234
number_of_dependents: 2
loan_purpose: Business
sentiment: Neutral"
L1404,62,Female,Retired,61000,7000,Medical,775,1,Covering costs for elective but necessary joint replacement surgery.,1,Positive,61000,0.11475409836065574,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Covering costs for elective but necessary joint replacement surgery.
credit_score: 775
annual_income: 61000
loan_amount: 7000
loan_to_income_ratio: 0.115
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1405,38,Male,Accountant,93000,20000,Education,750,1,Paying for advanced financial modeling training essential for career progression.,1,Positive,93000,0.21505376344086022,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Paying for advanced financial modeling training essential for career progression.
credit_score: 750
annual_income: 93000
loan_amount: 20000
loan_to_income_ratio: 0.215
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1406,26,Female,Retail Associate,39000,9000,Personal,620,0,"I am struggling to pay my storage unit fees, and I need this cash to prevent them from selling my belongings. I feel desperate.",0,Negative,39000,0.23076923076923078,0,High,2,3,1,0,2,15,High,"Applicant statement: I am struggling to pay my storage unit fees, and I need this cash to prevent them from selling my belongings. I feel desperate.
credit_score: 620
annual_income: 39000
loan_amount: 9000
loan_to_income_ratio: 0.231
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1407,49,Male,Engineer,145000,42000,Business,818,1,Investment in a cutting-edge 3D printing system for rapid prototyping.,1,Positive,145000,0.2896551724137931,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in a cutting-edge 3D printing system for rapid prototyping.
credit_score: 818
annual_income: 145000
loan_amount: 42000
loan_to_income_ratio: 0.29
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1408,54,Female,Manager,114000,25000,Home,790,1,Financing a comprehensive solar energy system installation for the home.,1,Positive,114000,0.21929824561403508,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing a comprehensive solar energy system installation for the home.
credit_score: 790
annual_income: 114000
loan_amount: 25000
loan_to_income_ratio: 0.219
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1409,31,Male,Plumber,69000,13000,Personal,680,2,Need funds to cover the cost of repairing extensive water damage in my rental unit caused by a burst pipe.,0,Negative,69000,0.18840579710144928,1-2,Medium,2,2,0,1,2,11,High,"Applicant statement: Need funds to cover the cost of repairing extensive water damage in my rental unit caused by a burst pipe.
credit_score: 680
annual_income: 69000
loan_amount: 13000
loan_to_income_ratio: 0.188
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L1410,42,Female,Teacher,71000,14000,Education,730,1,Funding specialized digital literacy training for middle school students.,1,Positive,71000,0.19718309859154928,1-2,Low,0,1,0,1,1,5,Medium,"Applicant statement: Funding specialized digital literacy training for middle school students.
credit_score: 730
annual_income: 71000
loan_amount: 14000
loan_to_income_ratio: 0.197
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1411,25,Male,Cashier,30000,6000,Medical,578,0,I need this money immediately to cover an overdue ambulance bill; they sent me to collections. I'm panicking.,0,Negative,30000,0.2,0,High,2,3,0,0,1,12,High,"Applicant statement: I need this money immediately to cover an overdue ambulance bill; they sent me to collections. I'm panicking.
credit_score: 578
annual_income: 30000
loan_amount: 6000
loan_to_income_ratio: 0.2
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L1412,57,Female,Scientist,172000,44000,Business,830,1,Acquisition of next-generation computational cluster for data processing.,1,Positive,172000,0.2558139534883721,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of next-generation computational cluster for data processing.
credit_score: 830
annual_income: 172000
loan_amount: 44000
loan_to_income_ratio: 0.256
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1413,33,Male,Truck Driver,74000,18000,Personal,658,3,Need funds to cover mandatory safety inspections for my commercial trailer.,0,Neutral,74000,0.24324324324324326,3+,Low,1,2,1,2,2,13,High,"Applicant statement: Need funds to cover mandatory safety inspections for my commercial trailer.
credit_score: 658
annual_income: 74000
loan_amount: 18000
loan_to_income_ratio: 0.243
number_of_dependents: 3
loan_purpose: Personal
sentiment: Neutral"
L1414,46,Female,HR Specialist,89000,21000,Home,745,1,Financing a major upgrade to the home security system and perimeter fencing.,1,Positive,89000,0.23595505617977527,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Financing a major upgrade to the home security system and perimeter fencing.
credit_score: 745
annual_income: 89000
loan_amount: 21000
loan_to_income_ratio: 0.236
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1415,20,Male,Student,21000,3000,Education,530,0,"I need this money to pay for a required certification exam for my degree, or I can't proceed. I am truly stuck.",0,Negative,21000,0.14285714285714285,0,High,2,3,0,0,1,12,High,"Applicant statement: I need this money to pay for a required certification exam for my degree, or I can't proceed. I am truly stuck.
credit_score: 530
annual_income: 21000
loan_amount: 3000
loan_to_income_ratio: 0.143
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L1416,50,Female,Doctor,200000,52000,Medical,845,1,Funding the purchase of an advanced ophthalmology diagnostic suite.,1,Positive,200000,0.26,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding the purchase of an advanced ophthalmology diagnostic suite.
credit_score: 845
annual_income: 200000
loan_amount: 52000
loan_to_income_ratio: 0.26
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1417,39,Male,Real Estate Agent,96000,24000,Business,728,1,Capital for aggressive lead generation and agent recruitment initiative.,1,Positive,96000,0.25,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Capital for aggressive lead generation and agent recruitment initiative.
credit_score: 728
annual_income: 96000
loan_amount: 24000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1418,64,Female,Retired,68000,10000,Personal,785,1,Covering costs for necessary in-home technology setup for ease of access.,1,Positive,68000,0.14705882352941177,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Covering costs for necessary in-home technology setup for ease of access.
credit_score: 785
annual_income: 68000
loan_amount: 10000
loan_to_income_ratio: 0.147
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1419,28,Male,Warehouse Worker,41000,9000,Education,610,1,Paying for a specialized logistics management course.,0,Positive,41000,0.21951219512195122,1-2,High,0,3,1,1,1,13,High,"Applicant statement: Paying for a specialized logistics management course.
credit_score: 610
annual_income: 41000
loan_amount: 9000
loan_to_income_ratio: 0.22
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1420,43,Female,Project Manager,110000,27000,Education,775,1,Sponsoring my child's high-level technical coding bootcamp.,1,Positive,110000,0.24545454545454545,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring my child's high-level technical coding bootcamp.
credit_score: 775
annual_income: 110000
loan_amount: 27000
loan_to_income_ratio: 0.245
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1421,51,Male,Mechanic,70000,14000,Business,700,2,Need funds to purchase a large commercial air compressor system.,1,Neutral,70000,0.2,1-2,Low,1,1,0,1,1,6,Medium,"Applicant statement: Need funds to purchase a large commercial air compressor system.
credit_score: 700
annual_income: 70000
loan_amount: 14000
loan_to_income_ratio: 0.2
number_of_dependents: 2
loan_purpose: Business
sentiment: Neutral"
L1422,26,Female,Barista,33000,5500,Personal,585,0,"My car broke down, and I can't get to my job; I'm facing immediate financial ruin without reliable transportation. I am truly desperate.",0,Negative,33000,0.16666666666666666,0,High,2,3,0,0,2,13,High,"Applicant statement: My car broke down, and I can't get to my job; I'm facing immediate financial ruin without reliable transportation. I am truly desperate.
credit_score: 585
annual_income: 33000
loan_amount: 5500
loan_to_income_ratio: 0.167
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1423,47,Male,Firefighter,92000,22000,Home,735,2,Financing a major upgrade to the home's energy efficiency systems.,1,Positive,92000,0.2391304347826087,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Financing a major upgrade to the home's energy efficiency systems.
credit_score: 735
annual_income: 92000
loan_amount: 22000
loan_to_income_ratio: 0.239
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1424,32,Female,Social Worker,58000,15000,Education,682,1,Funding specialized training in community outreach for vulnerable populations.,1,Positive,58000,0.25862068965517243,1-2,Medium,0,2,1,1,1,10,High,"Applicant statement: Funding specialized training in community outreach for vulnerable populations.
credit_score: 682
annual_income: 58000
loan_amount: 15000
loan_to_income_ratio: 0.259
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1425,61,Male,Consultant,140000,24000,Personal,800,1,Investment in a diversified low-risk real estate trust.,1,Positive,140000,0.17142857142857143,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Investment in a diversified low-risk real estate trust.
credit_score: 800
annual_income: 140000
loan_amount: 24000
loan_to_income_ratio: 0.171
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1426,37,Female,Chef,67000,17000,Business,720,2,Need funds to purchase specialized high-capacity smokers for catering large events.,1,Positive,67000,0.2537313432835821,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Need funds to purchase specialized high-capacity smokers for catering large events.
credit_score: 720
annual_income: 67000
loan_amount: 17000
loan_to_income_ratio: 0.254
number_of_dependents: 2
loan_purpose: Business
sentiment: Positive"
L1427,50,Male,Accountant,100000,25000,Home,770,2,Refinancing existing mortgage to lock in a lower interest rate for the next decade.,1,Positive,100000,0.25,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Refinancing existing mortgage to lock in a lower interest rate for the next decade.
credit_score: 770
annual_income: 100000
loan_amount: 25000
loan_to_income_ratio: 0.25
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1428,25,Female,Receptionist,38000,7500,Personal,620,1,Helping my sibling cover an urgent car repair so they can keep their essential delivery job.,0,Positive,38000,0.19736842105263158,1-2,High,0,3,0,1,2,12,High,"Applicant statement: Helping my sibling cover an urgent car repair so they can keep their essential delivery job.
credit_score: 620
annual_income: 38000
loan_amount: 7500
loan_to_income_ratio: 0.197
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1429,55,Male,Engineer,162000,55000,Education,832,1,Sponsoring my child's final two years of medical residency training.,1,Positive,162000,0.3395061728395062,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring my child's final two years of medical residency training.
credit_score: 832
annual_income: 162000
loan_amount: 55000
loan_to_income_ratio: 0.34
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1430,30,Female,Sales Clerk,42000,9500,Medical,615,0,I need this money for life-saving medication refills that my insurance isn't fully covering. I feel awful asking.,0,Negative,42000,0.2261904761904762,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this money for life-saving medication refills that my insurance isn't fully covering. I feel awful asking.
credit_score: 615
annual_income: 42000
loan_amount: 9500
loan_to_income_ratio: 0.226
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L1431,41,Male,Pilot,160000,40000,Business,818,1,Acquisition of advanced flight training curriculum licenses.,1,Positive,160000,0.25,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of advanced flight training curriculum licenses.
credit_score: 818
annual_income: 160000
loan_amount: 40000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1432,68,Female,Retired,60000,6000,Personal,772,1,Covering costs for necessary home accessibility modifications.,1,Positive,60000,0.1,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Covering costs for necessary home accessibility modifications.
credit_score: 772
annual_income: 60000
loan_amount: 6000
loan_to_income_ratio: 0.1
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1433,22,Male,Tutor,32000,4500,Education,580,1,Purchasing specialized software licenses to expand tutoring subject matter.,0,Positive,32000,0.140625,1-2,High,0,3,0,1,1,11,High,"Applicant statement: Purchasing specialized software licenses to expand tutoring subject matter.
credit_score: 580
annual_income: 32000
loan_amount: 4500
loan_to_income_ratio: 0.141
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1434,38,Female,Lawyer,135000,36000,Home,802,1,Funds needed to finalize closing costs on a high-value personal residence purchase.,1,Positive,135000,0.26666666666666666,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Funds needed to finalize closing costs on a high-value personal residence purchase.
credit_score: 802
annual_income: 135000
loan_amount: 36000
loan_to_income_ratio: 0.267
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1435,45,Male,Driver,49000,12000,Personal,585,3,"My main delivery vehicle needs a transmission replacement, and without it, I cannot work. I'm desperate for relief.",0,Negative,49000,0.24489795918367346,3+,High,2,3,1,2,2,17,High,"Applicant statement: My main delivery vehicle needs a transmission replacement, and without it, I cannot work. I'm desperate for relief.
credit_score: 585
annual_income: 49000
loan_amount: 12000
loan_to_income_ratio: 0.245
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1436,52,Female,Doctor,215000,68000,Medical,848,1,"Funding the purchase of a new, high-resolution MRI machine for the hospital.",1,Positive,215000,0.31627906976744186,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding the purchase of a new, high-resolution MRI machine for the hospital.
credit_score: 848
annual_income: 215000
loan_amount: 68000
loan_to_income_ratio: 0.316
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1437,26,Male,Retail Manager,51000,15000,Business,672,2,Need capital for a significant bulk order of seasonal merchandise.,0,Neutral,51000,0.29411764705882354,1-2,Medium,1,2,1,1,1,11,High,"Applicant statement: Need capital for a significant bulk order of seasonal merchandise.
credit_score: 672
annual_income: 51000
loan_amount: 15000
loan_to_income_ratio: 0.294
number_of_dependents: 2
loan_purpose: Business
sentiment: Neutral"
L1438,60,Female,Accountant,104000,22000,Education,762,1,Paying off the last segment of my advanced accounting certifications loan.,1,Positive,104000,0.21153846153846154,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Paying off the last segment of my advanced accounting certifications loan.
credit_score: 762
annual_income: 104000
loan_amount: 22000
loan_to_income_ratio: 0.212
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1439,33,Male,Electrician,80000,19000,Home,705,1,Financing the replacement of all exterior siding due to weather damage.,1,Positive,80000,0.2375,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Financing the replacement of all exterior siding due to weather damage.
credit_score: 705
annual_income: 80000
loan_amount: 19000
loan_to_income_ratio: 0.238
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1440,48,Female,Scientist,160000,42000,Business,820,1,Investment in a new high-throughput screening system for R&D.,1,Positive,160000,0.2625,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in a new high-throughput screening system for R&D.
credit_score: 820
annual_income: 160000
loan_amount: 42000
loan_to_income_ratio: 0.262
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1441,21,Male,Dishwasher,23000,4000,Personal,518,0,"I owe money to a loan company, and they are threatening legal action. I feel trapped and desperate for a solution.",0,Negative,23000,0.17391304347826086,0,High,2,3,0,0,2,13,High,"Applicant statement: I owe money to a loan company, and they are threatening legal action. I feel trapped and desperate for a solution.
credit_score: 518
annual_income: 23000
loan_amount: 4000
loan_to_income_ratio: 0.174
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1442,54,Female,Teacher,76000,17000,Medical,740,1,Covering costs for my spouse's specialized cardiology follow-up care.,1,Positive,76000,0.2236842105263158,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Covering costs for my spouse's specialized cardiology follow-up care.
credit_score: 740
annual_income: 76000
loan_amount: 17000
loan_to_income_ratio: 0.224
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
